"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"C","Carl Soderberg",4100,"Col@Car 07:00PM ET",1.889,"Col"
"RW","Kris Versteeg",4100,"Col@Car 07:00PM ET",2.200,"Car"
"LW","Matt Moulson",4100,"Phi@Buf 07:00PM ET",2.420,"Buf"
"D","T.J. Brodie",4100,"Mon@Cgy 09:00PM ET",0.500,"Cgy"
"RW","Kevin Hayes",4100,"Tor@NYR 07:00PM ET",2.700,"NYR"
"C","Ryan Spooner",4100,"Bos@Fla 07:30PM ET",2.500,"Bos"
"D","Morgan Rielly",4100,"Tor@NYR 07:00PM ET",3.063,"Tor"
"D","Rasmus Ristolainen",4100,"Phi@Buf 07:00PM ET",3.450,"Buf"
"LW","Anthony Duclair",4100,"Van@Ari 10:00PM ET",2.850,"Ari"
"C","Dylan Larkin",4100,"Ott@Det 07:30PM ET",3.111,"Det"
"D","Jack Johnson",4000,"Cls@Was 07:00PM ET",1.950,"Cls"
"C","Sam Gagner",4000,"Phi@Buf 07:00PM ET",2.213,"Phi"
"LW","Matt Beleskey",4000,"Bos@Fla 07:30PM ET",2.167,"Bos"
"D","Michael Del Zotto",4000,"Phi@Buf 07:00PM ET",2.000,"Phi"
"LW","Jason Zucker",4000,"Chi@Min 08:00PM ET",3.278,"Min"
"RW","Alexandre Burrows",3900,"Van@Ari 10:00PM ET",2.370,"Van"
"C","Jordan Staal",3900,"Col@Car 07:00PM ET",1.250,"Car"
"D","Karl Alzner",3900,"Cls@Was 07:00PM ET",2.000,"Was"
"C","Boone Jenner",3900,"Cls@Was 07:00PM ET",3.300,"Cls"
"C","Vincent Trocheck",3900,"Bos@Fla 07:30PM ET",3.722,"Fla"
"RW","Tobias Rieder",3900,"Van@Ari 10:00PM ET",2.900,"Ari"
"RW","Reilly Smith",3900,"Bos@Fla 07:30PM ET",3.167,"Fla"
"LW","Teuvo Teravainen",3900,"Chi@Min 08:00PM ET",1.900,"Chi"
"C","Elias Lindholm",3900,"Col@Car 07:00PM ET",1.500,"Car"
"LW","Milan Michalek",3800,"Ott@Det 07:30PM ET",2.333,"Ott"
"C","Dave Bolland",3800,"Bos@Fla 07:30PM ET",1.444,"Fla"
"C","Artem Anisimov",3800,"Chi@Min 08:00PM ET",2.100,"Chi"
"LW","Mikkel Boedker",3800,"Van@Ari 10:00PM ET",2.900,"Ari"
"RW","Nino Niederreiter",3800,"Chi@Min 08:00PM ET",2.444,"Min"
"C","Charlie Coyle",3800,"Chi@Min 08:00PM ET",2.556,"Min"
"LW","Michael Raffl",3800,"Phi@Buf 07:00PM ET",1.722,"Phi"
